Abnormality_ID,Date_Created,DateClosed,MaintenanceProblemCode,Problem Description,Employee_Name,SafetyIssue,MachineDownNew,Action Owner,MachineHoursLost,TotalHoursToClose,Maint Tech Notes/Abnormality Action Item Notes
81269,2021-04-09 06:08:15.197,2021-04-11 14:01:53.233,Axis Is not align,Steady rest & tail stock alignment is out. pls help to check & solve.,e75a01c43e,No,Yes,49b43321e6,36.5,55.9,"Date :9/4/2021
Problem : Steady rest & tail stock alignment is out.
Cause :
Corrective Action  Day shift machinist  check found tail to steady out with in 0.001"" :
no need to adjustt  alignment also informed PTL. 
Spare Parts Replaced :
Done By :Jayaprakasam
"
81284,2021-04-10 15:38:30.900,2021-04-11 07:21:55.723,Tool changer issues,Alarm no.)291 NO TOOL UNLOAD( TOOL IN MAG.,e082b1900a,No,No,49b43321e6,0.0,15.7,"Date :10/4/2021
Problem : 291 NO TOOL UNLOAD( TOOL IN MAG.
Cause :
Corrective Action :CORRECTED
Spare Parts Replaced :
Done By :JAYAPRAKASAM
"
81302,2021-04-13 07:50:01.533,2021-04-13 14:17:57.987,Door Issue,Door cannot able to close.,e082b1900a,No,Yes,a0c4f3f697,6.5,6.5,Multiple ticket > follow Ticket#81304
81304,2021-04-13 08:38:21.580,2021-04-13 14:50:16.153,Door Issue,"LH side door not able to close, because of top side door guide area one place bent. Need to do straighten.",e082b1900a,No,Yes,a0c4f3f697,6.2,6.2,"Date :13/4/21
Problem : LH side door not able to close, because of top side door guide area one place bent. Need to do straighten.
Cause :
Corrective Action :repair ready ,checket door can closed.
Spare Parts Replaced :
Done By :aibin
"
81315,2021-04-13 15:46:10.850,2021-04-15 18:10:47.767,Axis Is not align,"Steadyrest and tailstock support dimension varied nee to do alignment 
Already one job scrapped cause these alignment issue.",22d96724ac,No,Yes,49b43321e6,37.9,50.4,"Date :14/04/2021
Problem : Steadyrest and tailstock support dimension varied nee to do alignment 
Already one job scrapped cause these alignment issue. 
Cause :
Corrective Action :Tail taper adjusted with in 0.0015"" for 35.oo inch long job, Test cut for steady OD +0.001"" and ID is -0.0018""H/O .  
Spare Parts Replaced :
Done By : Jayaprakasam"
81475,2021-04-24 09:11:57.510,2021-04-24 14:09:16.033,Tool changer issues,291 NO TOOL UNLOAD,ab80e4be2a,No,Yes,967727c350,5.0,5.0,"Date: 23/4/21
Problem :291 NO TOOL UNLOAD 
Cause :
Corrective Action Claened the sensor,Checked and h/o
Spare Parts Replaced :
Done By :Kotian"
81624,2021-05-06 10:45:56.177,2021-05-06 13:25:48.533,Tool changer issues,"Long boring bar problem, shutter door cannot close..",409411a906,Yes,Yes,a0c4f3f697,2.7,2.7,"Date : 6/5/2021
Problem : Long boring bar problem, shutter door cannot close..
Cause : SENSOR FAULTY
Corrective Action : REPLACED THE SENSOR OKAY. H/ O.
Spare Parts Replaced :
Done By : JAYAPRAKASAM
"
81802,2021-05-20 02:32:27.657,2021-06-27 15:20:11.947,Door Issue,"1) Main door very hard to open and close. 
2) Control panel slider also very hard to move.",a96fb8ce35,Yes,No,eb22595030,0.0,924.8,"Date :19/5/2021
Problem : 1) Main door very hard to open and close. 
                2) Control panel slider also very hard to move.  
Cause :
Corrective Action : 
Spare Parts Replaced :
Done By  sampath/ jaya

Parts arrived and wills chedule to fix. Ticket is foolow up and is moved to maintenace tracker."
81818,2021-05-20 13:11:27.980,2021-05-20 18:17:22.760,Tool changer issues,"ATC alarm,cannot run the machine..",409411a906,Yes,Yes,49b43321e6,5.1,5.1,"Date : 20/5/2021
Problem :   ATC alarm,cannot run the machine..
Cause : 
Corrective Action : LBB Manually return and ATC recovred n H/O
Spare Parts Replaced :
Done By jaya/kotian"
81831,2021-05-21 02:14:04.700,2021-05-21 02:46:00.643,Coolant issues,LBB coolant does not coming .,a96fb8ce35,No,Yes,eb22595030,0.0,0.5,"Date :20/5/2021
Problem : LBB coolant does not coming .
Cause :  
Corrective Action :  
1.Cleaned solenoid valves (YV 373) after same issue.
2,Cleaned solenoid valve (CL10) and removed connector then working normal.
Testing ok high pressure coolant working normal LBB and spindle.
Spare Parts Replaced :None
Done By :Parthiban/Liang/Ravi"
82117,2021-06-12 04:10:45.190,2021-06-17 12:41:21.630,Problem Not Listed,Tool Eye want to calibrate and steady rest alignment want to check.,a96fb8ce35,No,Yes,eb22595030,80.2,128.5,"Date : 13/06/2021
Problem : Tool Eye want to calibrate and steady rest alignment want to check.
Cause : 
Corrective Action : allignment completted and h/o
Spare Parts Replaced : 
Done By : Samapth/Parthi/Ravi"
82216,2021-06-20 22:25:20.143,2021-06-20 22:38:31.160,Problem Not Listed,Grease pump at behind door interlock switch faulty....,e75a01c43e,No,Yes,eb22595030,0.2,0.2,"Date :20/06/2021
Problem : Grease pump at behind door interlock switch faulty.
Cause : Faulty
Corrective Action :Replaced done and testing ok
Spare Parts Replaced : D15IA002620 PUSH BUTTON qty 1no
Done By : Parthiban/Liang"
82637,2021-07-21 15:03:47.403,2021-07-21 15:45:44.713,Steady rest issues,Screw cover steady rest missing..,ca0afa3cc0,Yes,Yes,02c8833e6d,0.7,0.7,"Date:21/7/21
Problem :screw damaged
Cause : 
Corrective Action : removed damaged screw and replace with new screw and tested
Spare Parts Replaced : 2 pce screws
Done By : Kumar"
82677,2021-07-23 13:28:03.893,2021-07-23 17:03:30.237,Door Issue,Sensor problem..,409411a906,Yes,Yes,8ba0076dee,3.6,3.6,Multiple ticket. Follow Ticket#82678
82678,2021-07-23 13:29:16.883,2021-07-23 17:27:54.290,Door Issue,Door sensor poroblem../,409411a906,Yes,Yes,a0c4f3f697,4.0,4.0,"Date : 23/7/2021 1:29 PM
Problem:Door sensor poroblem.
Cause : 
Corrective Action :CHANGED NEW KEY
Spare Parts Replaced :
Done By :AIBIN /HAILIANG/JAYA
"
82743,2021-07-29 08:39:24.047,2021-07-29 18:14:53.427,Door Issue,Interlock no fuction..,409411a906,Yes,Yes,02c8833e6d,9.6,9.6,"Date : 29/7/21
Problem: Door Interlock no fuction..
Cause : Interlock pin broken
Corrective Action :Replaced interlock
Spare Parts Replaced :Interlock pin
Done By :Hailiang/Kumar"
82947,2021-08-12 17:51:38.263,2021-08-12 18:46:54.020,Door Issue,Interlock problem..,409411a906,Yes,Yes,8fbfb9c567,0.9,0.9,"Date : 12/8/2021
Problem:Interlock problem..
Cause : 
Corrective Action :Replaced key and h/o
Spare Parts Replaced :
Done By : Ravi/Liang"
84350,2021-09-15 00:30:50.147,2021-09-15 09:39:47.060,Door Issue,Door  not close .,bec4822ba4,No,Yes,a0c4f3f697,2.2,9.2,"Date :15/9/21
Problem : Door  not close .
Cause :
Corrective Action :repair ready
Spare Parts Replaced :
Done By :aibin /ravi
"
84488,2021-09-28 15:32:35.080,2021-09-28 18:03:26.750,Conveyor Problem,Chip stuck at the coveyor.,4b378e8355,No,Yes,8ba0076dee,2.5,2.5,"Date :28/9/21
Problem : Chip stuck at the coveyor. 
Cause : 
Corrective Action : clear the chip in conveyor n H/O.
Spare Parts Replaced :
Done By : Liang /Ravi"
85631,2021-10-11 11:13:37.137,2021-10-11 14:19:52.643,Tailstock Issue,TAIL STOCK CONDITION ALARM,4b378e8355,Yes,Yes,8fbfb9c567,3.1,3.1,"Date:11/10/2021 
Problem: TAIL STOCK CONDITION ALARM
Cause: Some time Happened but they using MDI command M232 
Action taken: Reset then OK
Spare Parts Replaced:
Done by:RAVI"
85882,2021-11-01 10:09:31.073,2021-11-01 11:42:01.287,DNC Problem,Message on the monitor:  M740EiaPRO MFC has stopped working,4b378e8355,No,Yes,eb22595030,1.6,1.6,"Date : 1/11/21
Probrom:Message on the monitor:  M740EiaPRO MFC has stopped working
Cause : -
Corrective Action : Machine restart ok
Spare Parts Replaced :-
Done By :Parthiban"
85903,2021-11-02 08:46:15.840,2021-11-02 10:59:39.003,Mistcollector -Alarm,Mist collector has abnormal sound.,4b378e8355,No,Yes,a0c4f3f697,2.2,2.2,"Date : 2/11/2021
Problem:Mist collector has abnormal sound.
Cause : DRUM BRORKEN
Corrective Action : REPLACED NEW DRUM TEST N H/O.
Spare Parts Replaced : FX 7000 DRUM
Done By :AIBIN/JAYA"
85964,2021-11-08 10:18:10.767,2021-11-08 11:06:29.777,Tailstock Issue,Steady rest cable cover need to repair and Tail stock need to align.,4b378e8355,No,Yes,eb22595030,0.8,0.8,"Date :08/11/2021
Problem : Steady rest cable cover need to repair and Tail stock need to align.
Cause :-
Corrective Action : Machine busy and release the machine later ( As per production PTL)
Spare Parts Replaced :-
Done By :Parthiban
"
85995,2021-11-10 12:45:51.300,2021-11-10 18:26:12.113,Tailstock Issue,Steady rest cables cover misaligned and Tail stock need to be align.,4b378e8355,No,No,02c8833e6d,0.0,5.7,"Date :10/11/2021

Problem : Steady rest cables cover damaged and Tail stock need to be align.

Cause : Steady rest coble bear broken so replaced 
 
Corrective Action : Tail stock need adjusted due to taper,  now  taper 0.00( We test cut Tail pressure 2KN,3KN, AND 4KN)

Spare Parts Replaced : Steady rest coble bear replaced 
Done By : RAVI ,KUMAR AND AINBIN
M/C H/O Ready.

Production support:
Dharani support to test cut and confirm dimensions
Machine hand over to production and presence of Team Lead LV"
86145,2021-11-19 13:37:36.313,2021-11-19 18:07:20.010,Door Issue,Grease top up interlock door has loosen.,4b378e8355,No,Yes,eb22595030,4.5,4.5,"Date : 19/11/21
Problem: Grease top up interlock door has loosen
Cause : 
Corrective Action : CORRETED
Spare Parts Replaced :
Done By : PARTHI/AI BIN"
86199,2021-11-24 09:58:14.453,2021-11-24 16:27:01.073,Air Supply Issue,Air gauge pressure LOW,75866ab32c,No,Yes,eb22595030,6.5,6.5,"Date : 24/11/2021
Problem:Air gauge pressure LOW
Cause : -
Corrective Action :Adjusted requlator
Spare Parts Replaced :-
Done By :Jaya/Parthiba"
86227,2021-11-26 09:00:34.717,2021-11-26 16:19:27.883,Coolant issues,COOLANT PIPE PROBLEM,75866ab32c,Yes,Yes,8ba0076dee,7.3,7.3,"Date : 26/11/2021
Problem: COOLANT PIPE PROBLEM
Cause : : COOLANT PIPE PROBLEM SCREW
Corrective Action :  Tactile screw
Spare Parts Replaced :
Done By : sampath/liang
"
86541,2021-12-20 14:00:00.563,2021-12-20 17:18:05.253,Mistcollector -Alarm,MIST COLLECTOR HOSE BROKEN NEED DO CHANGE,183ca2261a,Yes,Yes,eb22595030,3.3,3.3,"Date : 20/12/2021
Problem:MIST COLLECTOR HOSE BROKEN NEED DO CHANGE
Cause : -
Corrective Action :Hose replaced done
Spare Parts Replaced :Hose
Done By :Parthiban"
86896,2022-01-21 06:11:32.360,2022-01-21 18:18:09.437,Alarm Machine Down,Shifter controller malfunction alarm.,4b378e8355,Yes,Yes,eb22595030,10.8,12.1,"Date : 21/1/22
Problem:Shifter controller malfunction alarm.
Cause :  Shifter jam due to tool pullstud did not tight properly.
Corrective Action ; 
> Removed the tool by manual force.
> Alignment the shiffter by Jig and fixture
Testing ok 
Spare Parts Replaced :-
Done By :Parthiban/Sampath/Hailiang/Headman"
86931,2022-01-23 18:41:35.463,2022-01-24 15:57:11.843,Alarm Machine Down,(354)ATC ARM POSITION,75866ab32c,No,Yes,3de2e22f41,9.3,21.3,"Date : 24/1/22
Problem:(354)ATC ARM POSITION
Corrective Action ; TPL Corrected the issue  in night shift
Spare Parts Replaced : Nil
Done By : sampath"
86997,2022-01-27 10:01:04.753,2022-01-27 18:24:17.997,Problem Not Listed,Right side door glass broken....,e75a01c43e,Yes,Yes,02c8833e6d,8.4,8.4,"Date:27/1/2022 
Problem: Right side door glass broken
Cause: 
Action taken: Replaced and tested
Spare Parts Replaced: 1unit class panel replaced
Done by: Kumar/Parthiban"
87105,2022-02-07 12:33:22.900,2022-02-07 13:28:44.847,Problem Not Listed,Pls help to remove the LBB from the machine...,e75a01c43e,Yes,Yes,eb22595030,0.9,0.9,"Date:07/02/2022
Problem: Pls help to remove the LBB from the machine...
Cause: -
Action taken: Removed by operator
Spare Parts Replaced:-
Done by:Parthiban"
87634,2022-03-23 10:16:40.597,2022-03-23 14:18:43.993,Steady rest issues,Steady rest need aligment.Because Vibration when using steady rest.,75866ab32c,No,Yes,49b43321e6,4.0,4.0,"Date:23/3/22
Problem: Steady rest need aligment.Because Vibration when using steady rest.
Cause: 
Action taken: 
Asper request to check stready rest accuracy 
found x and y 0.001"" out by both axis
Corrected and handed ove rot production
Spare Parts Replaced:No
Done by:Jaya/Kumar"
87649,2022-03-24 14:33:35.447,2022-03-24 15:40:06.740,Control Problem,The job has the line mark on OD & ID.And the insert are easier to broken.,75866ab32c,No,Yes,49b43321e6,1.1,1.1,no machine issue
87684,2022-03-28 09:34:57.603,2022-03-30 17:58:06.763,Control Problem,The job has the line mark.,75866ab32c,No,Yes,8fbfb9c567,40.5,56.4,"Date :  28/03/2022
Problem : The job has the line mark.
Cause :
Corrective Action :
Spare Parts Replaced :
Done By : Ravi,  Kumar & Sampath

28-03-2022  
 We start accuracy test then M16, tool eye adjusted under by Test cut ,Tailstock  checking ,Finally steady rest Adjusted. 
29-03-2022
 Finally when OD  turning On clamp with steady rest little bit line formed but finishing ok  
So We replace steady rest  from take outside container.  fixed ready Tomorrow Start  steady rest test cut.
30-03-2022
We starts test cut steady alignment done. then maching with steady line mark came in T0404 DNMG walter inser 0.8 radius used 
After I used T0202 WNMG, T0505 DNMG FINISH,T0606 VNMG  not come lin mark and  finishing also good.  
Again i called tool no T0404 I changed sandvik insert to cut material no mark finishing 
So I show Team lead  Elvin who accept that then H/O Production
Production job also monitor no issue.... Done by Ravi and Kumar

Steady replace time Helped by  LIang and edmon"
87768,2022-04-01 20:58:18.067,2022-04-04 11:54:13.143,Lubrication System,"Alarm: 209 slideway oil malfunction (WV-AX GREASE PUMP M359).
Consumption lubrication is high. prolong for 1 day only.",4b378e8355,Yes,Yes,02c8833e6d,41.4,62.9,"Date :2/4/22
Problem : 
Alarm: 209 slideway oil malfunction (WV-AX GREASE PUMP M359).
Consumption lubrication is high. prolong for 1 day only.
Cause : 
Corrective Action :
 Advised order parts for SLU-5.1-MS
Once parts receive and replace them
install back old original stready rest
Spare Parts Replaced :
Done By :Kumar

"
87779,2022-04-03 19:31:29.447,2022-04-04 13:04:37.873,Lubrication System,209 SLIDE WAY OIL MALFUNCTION,4b378e8355,No,Yes,49b43321e6,8.5,17.6,multiple ticket
87784,2022-04-04 08:51:07.173,2022-04-04 13:01:38.297,Control Problem,The steady rest cannot be fully opened.,75866ab32c,No,Yes,49b43321e6,4.2,4.2,"Date : 4/4/2022
Problem : The steady rest cannot be fully opened.
Cause :
Corrective Action : corrected
Spare Parts Replaced :
Done By : jaya/parthi

"
87834,2022-04-07 10:26:01.987,2022-04-07 16:53:32.197,Control Problem,Steady Rest cannot fully opened.And very slow when opening.,75866ab32c,No,Yes,a0c4f3f697,6.5,6.5,"Date :4/7/2022 10:26 AM
Problem : Steady Rest cannot fully opened.And very slow when opening.
Cause :
Corrective Action :repair ready
Spare Parts Replaced :
Done By :jaya/aibin
"
87917,2022-04-15 03:50:37.230,2022-04-17 10:00:07.403,Problem Not Listed,Alarm:-  35 OVERLOAD.,4b378e8355,No,Yes,49b43321e6,32.5,54.2,"Date :15/4/22
Problem : Alarm:-  35 OVERLOAD.
Cause : B Axis misalign
Corrective Action : 15/04/2022 B Axis adjust from X -Z parallellism  0.009"" to 0.0001"" . 
16/04/2022 Test cut result
OD = + 0.001""
ID  = -0.001""
Length=+0.0006"" H/O
Spare Parts Replaced :
Done By : Jaya/ Ravi/Ai Bin/Parthi
"
88014,2022-04-22 08:47:38.533,2022-04-22 10:33:56.180,Door Issue,Leaking coolant through the gap of the door,75866ab32c,No,Yes,eb22595030,1.8,1.8,"Date :22/04/2022
Problem : Leaking coolant through the gap of the door
Cause : Highpressure coolant direct hit at doors joining area
Corrective Action :Placed seal at door joint area and testing ok
Spare Parts Replaced :-
Done By : Parthiban"
88180,2022-05-06 09:17:58.397,2022-05-06 09:48:26.060,Digital Readout Problem,PGM auto delete,75866ab32c,No,Yes,0e5b8fb3a2,0.5,0.5,"Date : 6/5/2022
Problem :  PGM auto delete
Cause :
Corrective Action :Program monitor abnormal.Restart the machine and test ok..
Spare Parts Replaced :
Done By :Sampath/Edmond"
88254,2022-05-11 08:33:18.810,2022-05-11 09:57:16.747,Problem Not Listed,OIL SKIMMER IS NOT FUNCTIONING,4b378e8355,No,Yes,a0c4f3f697,1.4,1.4,"Date : 5/11/2022 8:33 AM
Problem : OIL SKIMMER IS NOT FUNCTIONING
Cause :
Corrective Action :REPAIR READY
Spare Parts Replaced :
Done By :AIBIN"
88263,2022-05-11 22:35:12.930,2022-05-12 18:33:38.583,Problem Not Listed,"while using tail stock taper issue  found 0.004""  from 1"" to 20"" Length, 21"" to 38"" no taper.",a96fb8ce35,No,Yes,49b43321e6,16.5,20.0,"Date : 12/5/2022
Problem :while using tail stock taper issue  found 0.004""  from 1"" to 20"" Length, 21"" to 38"" no taper.  .
Cause :
Corrective Action : Test cut did with 70"" long job found the taper  by 0.001"" H/O,
Spare Parts Replaced :
Done By : Jaya/Edmond"
88357,2022-05-20 12:43:07.433,2022-05-20 14:07:39.173,Steady rest issues,steady rest top cover's adjustable screws don't have locknet for adjust. Cause the cover rubbing on the part surface.,4b378e8355,No,Yes,49b43321e6,1.4,1.4,"Date :20/5/22
Problem : steady rest top cover's adjustable screws don't have locknet for adjust. Cause the cover rubbing on the part surface.
Cause : 
Corrective Action : Replaced  2 set screw and spring with washer test and H/o.
Spare Parts Replaced :
Done By:Jaya"
88652,2022-06-13 23:54:59.690,2022-06-14 08:29:17.913,Door Issue,One door interlock problem. difficult to open.,4b378e8355,No,Yes,8fbfb9c567,5.1,8.6,"Date : 13/6/2022
Problem : One door interlock problem. difficult to open.
Cause :Right side door could nt open door 
Corrective Action :.Interlock pin struck it, correct it checked ok 
Spare Parts Replaced :
Done By Ravi and Karthick"
88761,2022-06-22 14:40:46.627,2022-06-25 10:13:16.397,Chiller Unit Malfunction,"chiller temperature showed 32 degree, normal machine is 25 degree.",75866ab32c,No,Yes,eb22595030,46.1,67.6,"Date :6/22/2022 2:40 PM
Problem :  chiller temperature showed 32 degree, normal machine is 25 degree.
Cause : 
Corrective Action :clean up filter ready ,
23/06/2022  Top up Gas and Monitor
24/06/200 Replaced  serviced chiller unit e8 alarm.
25/06/2022alarm e8  issue corrected  by vendor  H/O
Spare Parts Replaced : 
Done By : Jaya/parthi/pravind"
88796,2022-06-25 10:28:13.590,2022-06-27 08:41:42.353,Chiller Unit Malfunction,"There is still a chiller unit malfuntion 
pls come to repair for GC035301 machine 
Thank you for your help",08a3a1cd96,Yes,Yes,49b43321e6,30.0,46.2,"Date : 25/06/2022
Problem : Alarm 301 chiller unit malfunction 
Cause : 
Corrective Action : 26/06/2022 replace chiller unit
27/06/2022 found the C axis cooling oil low top up and alarm clear H/O.
Spare Parts Replaced :
Done By :Parthi/Ai bin/Jaya

"
88814,2022-06-27 12:34:06.063,2022-06-28 18:43:20.300,Alarm Machine Down,#301 Alarm come again!,75866ab32c,No,Yes,eb22595030,26.2,30.2,"Date : 27/06/2022
Problem : 301 chiller unit malfunction
Cause : head stock oil hose broken 
Corrective Action : 27/06/2022 remove the necessary covers  found hose worn out replaced the hose.
 28/06/2022
Ffixed the covers, corrected hydraulic  pressure alarm test and H/O. 
Spare Parts Replaced :
Done By : Jaya/Parthi/Karthi

"
88851,2022-06-29 09:07:56.847,2022-06-29 10:02:19.707,Door Issue,m/C left door cannot open,75866ab32c,No,Yes,49b43321e6,0.9,0.9,"Date : 29/06/2022
Problem : m/C left door cannot open
Cause :
Corrective Action : corrected the door interlock stopper H/o.
Spare Parts Replaced :
Done By : Liang

"
89349,2022-08-07 13:48:06.757,2022-08-07 14:25:36.490,Alarms Machine not Down,1210  LINE FILTER MALFUNCTION,75866ab32c,No,No,eb22595030,0.0,0.6,"Date:07/08/2022
Problem: 1210  LINE FILTER MALFUNCTION
Cause: -
Action taken: Fiter cleaned and put back 
Spare Parts Replaced:-
Done by:Parthiban"
89504,2022-08-18 08:02:36.923,2022-08-18 08:38:47.403,Spindle issue,44 Spinder mulfunction,75866ab32c,No,Yes,eb22595030,0.6,0.6,"Date : 18/8/2022
Problem:spindle malfunction alarm
Cause : -
Corrective Action :Reset the machine and H/O
Spare Parts Replaced :-
Done By :Parthiban

"
89536,2022-08-19 16:40:58.070,2022-08-22 12:15:55.303,Machine Incident,"35 Overload 
",d3d67f71a3,Yes,No,49b43321e6,0.0,67.6,"Date :20/08/2022
Problem :35 Overload  Machine Crash 
Cause :Human mistake  Steady Rest damaged and Y axis cover Damaged 
Corrective Action : 20/8/22   Y axis cover Replaced and   

Spare Parts Replaced : Steady Rest  =1 no
                                     Y axis bottom cover =1no

Done By :Ravi and Jaya

Tool Eye out OD +0.005"", Length-0.003""

M16 X axis 0.006.Y0.0005

Result 

M16 X axis 0.0001,Y axis 0.0003

Tool eye OD 0.0003"", Length 0.0005"" ,   ID 0.0002""

Steady Rest 
X axis 0.001"" And Yaxis 0.0005""

Tailstock Taper 0.0001""
Hand over Production Team Leader.
"
89643,2022-08-26 12:47:16.730,2022-08-26 14:15:43.280,Hydraulic Pressure Issue,200 HYDRAULIC UNIT PRESSURE DOWN,75866ab32c,No,No,90a39d38ed,0.0,1.5,"Date : 26/08/2022
Problem : 200 HYDRAULIC UNIT PRESSURE DOWN
Cause : filter choked
Corrective Action :Replaced 2 nos of hydraulic filter.
Spare Parts Replaced :2 nos of element filter
Done By :Pravind/Jaya/Karthik"
89742,2022-09-05 01:49:46.033,2022-09-08 11:49:19.297,Steady rest issues,need to do steady rest alignment..wear offset is variying too much...,e75a01c43e,Yes,Yes,02c8833e6d,49.3,82.0,"Date : 4/09/2022
Problem : need to do steady rest alignment..wear offset is variying too much... 
Cause : 0.004"" steady res cylindert down by itself
Corrective Action :  
Replaced steady rest and solenoid valve for steadrest

7/9/2022 REPLACE CHILLER UNIT AND MONITOR 1 HR NOT FOUND ANY VARIATION IN X DIRECTION.  
H/O by JAYA (  8/9/2022  0500 am )

Spare Parts Replaced :
Done By :Kumar/Ravi/Karthik/Jaya/Liang
"
89839,2022-09-09 19:39:17.547,2022-09-10 03:38:39.393,Hydraulic Pressure Issue,200 Hydraulic oil pressure down...,e75a01c43e,Yes,Yes,49b43321e6,8.0,8.0,"Date : 09/09/2022
Problem : 200 Hydraulic oil pressure down...
Cause :
Corrective Action : clean the stainers and replce the hydraulicoil, filer replaced 2 nos. test chuck open close few times found no alarm H/O
Spare Parts Replaced :
Done By : jaya
"
89850,2022-09-11 10:41:35.530,2022-09-11 16:18:24.713,Hydraulic Pressure Issue,"200 Hydraulic pressure down
Bore taper by +0.007"" for the length of 16.5""..",e75a01c43e,Yes,Yes,02c8833e6d,5.6,5.6,"Date : 11/9/22
Problem:
200 Hydraulic pressure down
Bore taper by +0.007"" for the length of 16.5""..
Cause : 
Corrective Action : PCB replaced and tested with job test within spec
Spare Parts Replaced : 1unot of PCB
Done By : Kumar/Ravi/Aibin
"
89871,2022-09-13 14:52:31.153,2022-09-13 16:07:22.267,Coolant issues,372 high press .cool system alarm ( so coolant very full),4edf9b033e,No,Yes,a0c4f3f697,1.3,1.3,"Date :13/9/2022 ?? 2:52
Problem : 372 high press .cool system alarm ( so coolant very full)
Cause :
Corrective Action :changed new filter ready
Spare Parts Replaced :
Done By :aibin/pravind
"
89926,2022-09-16 20:04:03.130,2022-09-16 21:03:06.690,Steady rest issues,The steady rest cover plate cannot fit close to the workpiece and needs to be replaced.,75866ab32c,No,Yes,49b43321e6,1.0,1.0,"machinist cannot realese the machine to repair,

by jayaprakasam"
90015,2022-09-22 12:40:20.850,2022-09-22 13:26:09.070,Problem Not Listed,Cable barrier broken,e75a01c43e,Yes,No,8fbfb9c567,0.0,0.8,"Date:22-09-22 
Problem: Cable barrier broken
Cause: 
Action taken: Dameged cable bear Replaced.
Spare Parts Replaced: cable bear - 1/2 (11pcs)
Done by:Ravi / Karthik"
90261,2022-10-13 20:18:40.807,2022-10-14 01:41:31.703,Lubrication System,"behind the machine , there is air in filler pipe.  p/s  repair.",4edf9b033e,No,Yes,eb22595030,5.4,5.4,"Date : 14/10/2022
Problem:behind the machine , there is air in filler pipe.  p/s  repair. ( Greasing pump)
Cause :- 
Corrective Action :Topup grease 
Spare Parts Replaced :-
Done By :Parthiban/Karthik"
90446,2022-10-27 15:27:17.253,2022-10-28 12:20:47.953,Chiller Unit Malfunction,301 Chiller unit malfunction,75866ab32c,No,Yes,49b43321e6,17.4,20.9,"Date : 27/10/2022
Problem : 301 Chiller unit malfunction
Cause :
Corrective Action : vendor replaced the overload relay and capacitor. test and run H/o.
Spare Parts Replaced :
Done By : Ai bin
"
90649,2022-11-10 11:57:02.767,2022-11-10 14:01:44.373,Alarm Machine Down,44spindle malfunction,75866ab32c,No,No,49b43321e6,0.0,2.1,"Date : 10/11/2022
Problem : 44spindle malfunction
Cause : c axis cooling fan fault
Corrective Action : Replace new fan 
Spare Parts Replaced :
Done By : Jaya/Ai bin

"
90653,2022-11-10 18:03:25.150,2022-11-10 18:32:14.273,Steady rest issues,steady rest cover need to change. job scratches by steady rest cover,f29445a033,No,Yes,49b43321e6,0.5,0.5,wrong work center
90753,2022-11-18 08:26:55.650,2022-11-18 10:08:47.663,Problem Not Listed,We going to run new product(gundrill operation)So Need to conform machinne accuracy,fe8ef2e6b6,No,Yes,8fbfb9c567,1.7,1.7,"Date : 18/11/2022
Problem :  We going to run new product(gundrill operation)So Need to conform machinne accuracy 
Cause :  verify to part GC part running
Corrective Action : Checked ok 
Spare Parts Replaced : 
Done By : V.Ravi"
90941,2022-12-01 08:48:07.027,2022-12-01 11:54:03.223,Control Problem,262 gear sensor(high speed) malf.,75866ab32c,No,Yes,49b43321e6,3.1,3.1,"Date: 01/12/2022
Problem: 262 gear sensor(high speed) malf.
Cause: 
Corrective Action: reset and monitor.
Spare Parts Replaced:
Done By: Jaya/Kumar

"
91103,2022-12-12 23:28:31.133,2022-12-13 01:48:46.860,Steady rest issues,CHANGE SEADY REST BEARING COVER,75866ab32c,No,Yes,02c8833e6d,2.3,2.3,"Date: 12/12/2022
Problem:CHANGE STEADY REST BEARING COVER
Cause: 
Wornout
Action Taken: Replaced cover and bearings 
Spare Parts Replaced: Cover 2units and 3 bearings
Done by: Ravi/Kumar"
91220,2022-12-21 05:42:16.780,2022-12-21 06:00:14.047,Control Problem,262 GEAR SENSOR (HIGH SPEED)MALF.,75866ab32c,No,No,02c8833e6d,0.0,0.3,"Date: 21/12/2022
Problem:262 GEAR SENSOR (HIGH SPEED)MALF.
Cause:  MANUALLY ROTATE CHUCK BY SPEED
Action Taken:  RESET ALARM  THEN OK 
Spare Parts Replaced: 
Done by: RAVI AND KUMAR"
91292,2022-12-27 08:10:57.790,2022-12-27 13:01:52.977,Coolant issues,"coolant oil was came outside from the coolant tank.
because of coolant foam forming so need to control foam",5e04a7efb2,No,Yes,49b43321e6,4.9,4.9,"Date : 27/12/2022 
Problem :coolant oil was came outside from the coolant tank.
because of coolant foam forming so need to control foam
Cause : coolant concentration 14%
Corrective Action : coolant concentration reduce to 10% .
Spare Parts Replaced :-
Done By : Jaya"
91323,2022-12-29 14:09:47.917,2022-12-29 15:01:06.303,Coolant issues,coolant oil concentration(ph 14) too high need to clean the oil,5e04a7efb2,No,Yes,a368db371f,0.9,0.9,"Date : 29/12/2022
Problem :  coolant oil concentration(ph 14) too high need to clean the oil 
Cause :
Corrective Action : VACCUM THE OIL AND REFILL THE WATER 
Spare Parts Replaced :No
Done By : Sampath / Karthik"
